velocity_band,depth_repertoire_band,trust_classification,agent_delegation_classification,skill_read_presence_classification,readout_zone_test_result,value_hypothesis_test_result,window_count,windows_present,row_count,surface_eligible_row_count,suppressed_row_count,redacted_metric_row_count,min_cohort_size,max_cohort_size,total_cohort_rows,total_signal_count,total_attributed_signal_count,avg_attributed_signal_share,total_agent_delegation_user_rows,total_skill_read_user_rows,readiness_decisions
LOW_VELOCITY,FOCUSED_INTEGRATION,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,53,893,1831,0,0,,1831,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,FOCUSED_INTEGRATION,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,18,37,86,177,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,11351,23280,52666,0,0,,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,51,753,1018,0,0,,0,1018,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,3426,6700,14995,0,0,,14995,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,10,198,274,0,0,,274,274,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,3037,6353,14000,0,0,,14000,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,48,130,240,351,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,22,39,95,158,0,0.0,95,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,28,50,112,181,0,0.0,112,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,315,1135,1812,2898,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,92,388,650,923,0,0.0,650,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,61,544,727,1058,0,0.0,727,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,UNSTABLE_OR_INSUFFICIENT,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,70078,180020,330988,0,0,,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,UNSTABLE_OR_INSUFFICIENT,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,44,188,334,0,0,,0,334,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,UNSTABLE_OR_INSUFFICIENT,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,8,38,82,0,0,,82,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,115279,132202,375727,0,0,,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,732,8157,12672,0,0,,0,12672,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,512,671,1762,0,0,,1762,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,1036,1590,3898,0,0,,3898,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,1118,1521,4151,9436,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,15,82,133,250,0,0.0,0,133,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,14,16,45,94,0,0.0,45,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,23,45,96,463,0,0.0,96,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,4365,7551,19244,64955,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,7,1883,1913,5529,0,0.0,0,1913,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,12,48,88,290,0,0.0,88,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,29,115,216,1215,0,0.0,216,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,FOCUSED_INTEGRATION,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,350531,399834,1140007,0,0,,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,FOCUSED_INTEGRATION,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,65,172,378,0,0,,0,378,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,FOCUSED_INTEGRATION,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,11,27,63,0,0,,63,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,FOCUSED_INTEGRATION,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,29,70,147,343,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,121165,140127,391116,0,0,,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,2032,13766,22865,0,0,,0,22865,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,16274,18443,52527,0,0,,52527,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,317,2302,3675,0,0,,3675,3675,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,31747,36935,102571,0,0,,102571,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,501,2974,4977,0,0,,4977,4977,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,1988,2521,6767,14603,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,44,298,501,1012,0,0.0,0,501,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,319,470,1123,2192,0,0.0,1123,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,7,66,99,165,0,0.0,99,99,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,529,894,1963,4058,0,0.0,1963,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,21,90,150,224,0,0.0,150,150,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,4264,19582,30102,76881,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,76,3976,4266,12492,0,0.0,0,4266,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,1179,3343,5865,14573,0,0.0,5865,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,16,819,889,2221,0,0.0,889,889,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,2494,8857,14540,33362,0,0.0,14540,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,30,1388,1623,3850,0,0.0,1623,1623,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,SHALLOW_ADOPTION,UNCLASSIFIED_FRICTION_INVESTIGATION,2,window_1|window_2,2,2,0,0,19,97,116,212,200,0.966292,0,116,CONTINUE_AS_SHALLOW_ADOPTION_REVIEW
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_1|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_2|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
HIGH_VELOCITY,FOCUSED_INTEGRATION,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_2|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_2|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,UNSTABLE_OR_INSUFFICIENT,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_1|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,UNSTABLE_OR_INSUFFICIENT,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_2|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_1|window_2,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
MEDIUM_VELOCITY,FOCUSED_INTEGRATION,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_2|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,9,28,37,0,0,,37,37,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_2|window_3,2,2,0,0,6,9,15,55,0,0.0,15,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,8,32,40,0,0,,40,40,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,8,41,49,0,0,,49,49,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,28,125,153,0,0,,153,153,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,6,36,42,76,0,0.0,0,42,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,5,22,27,32,0,0.0,27,27,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,6,49,55,0,0,,55,55,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,26,130,156,0,0,,156,156,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,FOCUSED_EXPERT_USE,NET_NEW_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_BUSINESS_CONTEXT,1,window_1,1,1,0,0,27,27,27,40,35,0.875,0,27,PROMOTE_FOR_FOCUSED_USE_REVIEW
LOW_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,FOCUSED_EXPERT_USE,NET_NEW_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_BUSINESS_CONTEXT,1,window_1,1,1,0,0,14,14,14,36,32,0.888889,14,14,PROMOTE_FOR_FOCUSED_USE_REVIEW
